sentiment_scores	genuineness_scores	summary
0.97072655	0.85732985	great case
0.5327079	0.51966155	decent case
0.9989084999999999	0.84152806	great case for a great price
0.9481089	0.78535223	nice clean sleek case
0.96135795	0.8395444	affordable nicer alternative to apple
0.47452619999999995	0.6495906	was an awesome case that i would recommend until 
0.72193277	0.7895683000000001	great case for the price 
0.99190485	0.8115485	great fit and smooth to the touch
0.99209154	0.8478875	great cover
0.9972903000000001	0.74930286	great buy
0.94700766	0.7548322	good for the price
0.10376042	0.38730744	i do not recommend
0.9773381	0.8296541	works as advertised
0.7047728	0.6337583999999999	worked perfectly
0.99588645	0.84198046	great case
0.7229331999999999	0.88936424	updated design fits iphone 5c perfectly black case 
0.015387803	0.29718244	beware
0.9967246	0.84180903	nice case great price
0.84747434	0.7403823	best bang for your buck 
0.9416423	0.8494166	good clear case for the 5c
0.93558633	0.82333815	fantastic fit
0.8723779	0.7871752	better than i thought
0.9322556000000001	0.8479125	only one little problem 
0.7584380000000001	0.8006011	a nice quality low profile case for the gs4 
0.6653054	0.3225045	like it
0.9211072	0.77710736	as expected
0.88403124	0.75977314	perfect fit 
0.9382577	0.77351487	fast delivery good quality
0.85227287	0.7382601	it s okay
0.91515243	0.78086734	preserves the look
0.19493619	0.56361216	smoke would be a better description of the color vs black
0.99687004	0.8047861	perfect clear case for iphone 5 c
0.0048307179999999995	0.7364361	cheaply made
0.19642678	0.68412113	this is not clear case
0.009661049	0.6718319	not a good fit
0.9402765999999999	0.76681423	good case
0.55828255	0.6223043	still too slippery for me
0.9777091999999998	0.7580495	pretty on pink 
0.98831934	0.85395074	perfect
0.20483735	0.44229716	iphone case
0.98810214	0.8390709999999999	nice fit
0.99765235	0.85524344	a great phone case
0.9989300999999999	0.871044	awesome case 
0.96594346	0.80618787	i can enjoy my colorful new phone and keep it from sliding around and getting broken 
0.40462023	0.81123084	this case is frosted so it shows up off white not good 
0.82557523	0.8601986999999999	holes don t line up but overall decent
0.9942223	0.82114995	great case for the value
0.9954361999999999	0.85942966	everything i was looking for 
0.94652224	0.7718029000000001	good soft gel case for motox
0.42435116	0.66005635	poor packaging no dimple
0.9934966000000001	0.8927504999999999	great price great product fits perfect on iphone 5c
0.7637016	0.77675366	need fingernail to reach silent switch otherwise good
0.9481591999999999	0.9156373999999999	simple yet effective bumper case
0.7402512	0.69760096	nice case for the price 
0.9438951999999999	0.7653885	good clear gel case
0.95118666	0.8404896999999999	great product
0.010189891	0.5186928	not an accurate description
0.9971529	0.8491270000000001	great case at a great price
0.9877795	0.82351637	good case easy button usage
0.9815849	0.8549947	inexpensive but not cheap
0.43827495	0.6375269	great
0.9912358	0.8968067	exactly as described
0.013397902	0.57593805	color changed and turned dark yellow
0.9993462	0.8032239999999999	fits great looks great 
0.9896059000000001	0.89182585	almost perfect
0.9982943999999999	0.82244766	very nice tpu case
0.99816465	0.8479954	love this bumper case 
0.7913197	0.70507145	did okay for temporary case
0.99862623	0.8446393	cool cover lets the color of your iphone 5c show through 
0.99234897	0.74207866	fits great looks great
0.98305655	0.7327369	awesome case
0.9955871999999999	0.8367304	love it
0.9526534	0.7588286999999999	an excellent minimalistic case
0.9987171999999999	0.79470336	just the exact iphone 5c case my wife was looking for 
0.9658197000000001	0.76947343	moto x case
0.9523482	0.86445045	great for the moto x
0.0038765966999999998	0.31304008	not good
0.10403341	0.63855445	turned yellow 
0.6578241	0.5386970999999999	has some scratch on the back
0.0015544891	0.5559906	poor quality
0.9834019	0.81049377	good value
0.98147297	0.75221384	good product
0.70959246	0.7055013000000001	soft touch with grip
0.99133724	0.77736604	perfect fit for my moto x
0.82668465	0.67799306	snug fit good value
0.9983983000000001	0.8480209000000001	transparent iphone case 
0.9688947	0.83468705	nice little case
0.9319509	0.85292804	very happy with this case 
0.48352787	0.78905994	functional but not quite clear
0.9950150999999999	0.8094876999999999	great 
0.27214748	0.507202	nice but not for me
0.9325969000000001	0.7585367	good fit
0.99137646	0.84979725	nice
0.97488415	0.6013439	good product and fast shipping
0.791996	0.7952539000000001	nice slim protective case 
0.9937328000000001	0.8993981	perfect fit for galaxy s iv
0.53452873	0.44094953	fairly good cheap feeling 
0.9975898000000001	0.76156807	best case for iphone 5c
0.9572815	0.76006746	perfect for iphone 5c
0.9584881	0.84618586	does what it promises
0.8686659999999999	0.7872861	good case
0.98522234	0.82969314	shows the color
0.9959351999999999	0.85704136	awesome clear see through case has really good grip slight soft feel to it 
0.97727907	0.760061	good case
0.071660876	0.38899544	ok
0.04224372	0.59572077	does not fit active
0.9870614999999999	0.80363643	love the case
0.99560964	0.7536517	wife
0.99015576	0.7380063	great value
0.54672295	0.67936355	there is a total hoax
0.99285233	0.8334279	fits well and looks good
0.9624236999999999	0.7730164	clear case shows iphone 5c color
0.6334677	0.70643395	good for scratches not falls
0.9757011999999999	0.79209983	just what i wanted 
0.97703415	0.7262975	really great case
0.94014	0.84715784	fits like a glove
