asin	summary	sentiment	genuineness
B005SUHRVC	Seems like defective Ottorbox reject.	0.026239455	0.4374901
B005SUHRVC	Worked well	0.46588029999999997	0.52235854
B005SUHRVC	otterbox	0.9913419	0.64981186
B005SUHRVC	Dirty fast	0.48592144	0.6639805000000001
B005SUHRVC	It okay	0.7631316	0.73942083
B005SUHRVC	oTTERBOX	0.09677571	0.45503443
B005SUHRVC	Don't get it	0.3774455	0.50772357
B005SUHRVC	Don't waste your time or money on this case	0.053174675	0.3860598
B005SUHRVC	Only 4 months old and it already has not one but several cracks	0.009012312	0.5023029
B005SUHRVC	Ok but several buts...	0.3738982	0.6929029999999999
B005SUHRVC	diffferent from previous commuter cases	0.012666404	0.5236510999999999
B005SUHRVC	Let me put you in the picture.	0.929464	0.5462004
B005SUHRVC	I ran over my phone!!!	0.946267	0.7537293
B005SUHRVC	Horrible phone case	0.0028809607	0.6036303000000001
B005SUHRVC	Stood up to flying off the top of my car!	0.735082	0.7684232
B005SUHRVC	Functional, yet flawed	0.07490021	0.75730646
B005SUHRVC	Sleek	0.9928679	0.7548925999999999
B005SUHRVC	So happy!	0.9950582	0.760778
B005SUHRVC	Broke within 2 months	0.027671933	0.73979014
B005SUHRVC	Love the Interchangeable colors	0.43392015	0.64483666
B005SUHRVC	Love this product...very slow shipping!	0.6583264	0.6622161999999999
B005SUHRVC	Great Case for a Great Price!!	0.9554059000000001	0.6892246999999999
B005SUHRVC	Broke	0.020411193	0.66826195
B005SUHRVC	Road/car durable!	0.96617186	0.8335665999999999
B005SUHRVC	Love the cover...not the color	0.9916775	0.8470128
B005SUHRVC	Case Closed!	0.5875335	0.8715930000000001
B005SUHRVC	Very disappointed	0.0051496923	0.5802434
B005SUHRVC	Nearly impossible to clean	0.024690181000000002	0.44361216
B005SUHRVC	Disappointed	0.006902218000000001	0.36299515
B005SUHRVC	case	0.9113902	0.34726423
B005SUHRVC	Genuine Otterbox case	0.21002647	0.75891423
B005SUHRVC	Good if you get a non-defective case	0.5712809	0.8835658000000002
B005SUHRVC	It will work for now	0.60295075	0.78949094
B005SUHRVC	Came Through When It Mattered Most	0.36754853	0.658373
B005SUHRVC	Not up to par for OtterBox	0.006163776	0.66550183
B005SUHRVC	Hot Pink/ White case	0.49823379999999995	0.6531574
B005SUHRVC	excellent protection - but white will soon turn gray	0.68085086	0.66036034
B005SUHRVC	I bought the wrong one and got a full refund, no hassel!	0.012125908999999999	0.47663990000000006
