summary	sentiment	genuineness
"Great case; ""Military Grade"", whatever that means."	0.052134544000000005	0.6084683000000001
Does not live up to expectations	0.003061533	0.6899418
Best product ever!!!!	0.92029923	0.7483582
Not worth the money	0.093067676	0.50746083
Great Case!!!	0.99804485	0.80351603
Great case but would not recommend for sound	0.8355030999999999	0.8051050000000001
Good concept	0.06322425599999999	0.5514134
FAKE!! DO NOT BUY!!	0.0041273534	0.71566564
Awesome--for a while...	0.0033580363	0.74826694
A Scam. Simply Doesn't Work	0.0030652583	0.71245444
Not very LifeProof	0.01536563	0.72214246
Received a Counterfeit Lifeproof Case	0.004949212	0.6999553000000001
Nothing compares to the overall quality of this case!	0.83676517	0.6893039000000001
Great product, but with a few caveats	0.6151585	0.80247694
My phone was smashed	0.009070784	0.5866212
Lifeproof iphone 4	0.68537104	0.6823839
FAKE	0.04988566	0.6827201
Didn't like it	0.020716995	0.44290724
COUNTERFEIT CASE	0.23038739	0.75121546
Doesn't hold up to everyday use	0.104819596	0.7368456
This case is the only reason my iPhone isn't dead!	0.9827502	0.91048986
Disappointing Case	0.00992015	0.7942138000000001
They work, BUT: LifeProof Claiming My Case is Counterfeit!	0.18878096	0.87206006
Leaked	0.033322603	0.2940215
Sorry, but I can not recommend this product.	0.003370285	0.3358961
Not Authentic	0.09413835400000001	0.77053237
Passed the water test, failed the real test...	0.0072289406999999995	0.44849983
a total rip off	0.022848427	0.48935091
Echo	0.006136656	0.5121437
Case even withstand fire	0.9237834	0.74615145
Ready to get rid of after 3 months	0.07738641	0.69585466
Worth It for the Peace of Mind	0.8858799999999999	0.5721305999999999
Not sure if I got a Knock-off?	0.054042547999999996	0.60718507
NOT WATERPROOF!	0.6717191	0.5745798000000001
disappointed in more than one feature	0.028567225	0.6078743000000001
Great case for money	0.5886355999999999	0.5832504
LifeProof Case for iPhone 4/4S	0.85107243	0.77160215
want to return this item please	0.008980483000000001	0.39105222
KNOCK OFF	0.021341324	0.71786934
Does the job	0.99112046	0.8264919
LifeProof Case for iPhone 4/4S - Retail Packaging - Black From Seller  Primetrade sold me a counterfeit a fake case	0.0027996898	0.9246787000000001
Ehhh...	0.057976574	0.42110637
A gift	0.7857313	0.36605340000000003
What a horrible product!	0.42278498	0.6446986
LifeProof Case - would like to return - not happy at all!	0.0074522793000000006	0.61670613
Lifeproof case does what it is supposed to do	0.8589095999999999	0.73650944
READ THE WARRANTY BEFORE PURCHASE	0.010457158000000001	0.59594923
"""Seems Great"""	0.0001733005	0.5241425999999999
Waterproof	0.9779726999999999	0.73258847
False advertising!	0.00651595	0.6707287
won't fit in base, generic cords don't fit, touch screen is like touching a bubble, and the ext for headphones	0.011525928999999999	0.53528655
Not what i expected.	0.018774033	0.46229845
Great service, great product!	0.9989483	0.82429504
Counterfeit.	0.016479194	0.62944204
Keeps phone clean	0.9246225	0.7422724
Very expensive	0.18430749	0.34511203
Expensive and WORTHLESS!!	0.06510687	0.6085003999999999
Extreme echo and static...	0.20298782	0.7755369000000001
useless without a bluetooth	0.93322533	0.79552275
very unhappy	0.024890363	0.57017744
Don't Buy A Lifeproof!!!!!!	0.45312977	0.5606682
Do your homeword prior to purchase	0.20219389	0.5731622
Lives Up to its name!	0.99632573	0.8294388
Don't buy...	0.13884398	0.7434759
FRAUDULENT PRODUCT	0.0010207891	0.90629905
Very disappointed.	0.13463023	0.4365755
Awesome Case	0.9923258	0.8087599
Not for everyday use for most people	0.11049694	0.73730004
Replica life proof case	0.03018722	0.61647546
Broken adapter	0.0969508	0.60354346
Horrible!	0.001640439	0.6083675999999999
Great case	0.94705766	0.80022794
DO NOT BUY THIS CASE!	0.18378046	0.87848246
Great Case	0.9843145000000001	0.7010236
this is one tough case, but so small!	0.9533038	0.8314632
Pretty Sure this case is FAKE	0.027765422999999997	0.6265419
unbreakable!!	0.9871538000000001	0.66768634
True to its name lifeproof	0.9478193000000001	0.75762546
Returning item	0.02029103	0.5192132
(FALSE ADVERTISMENT) THIS CASE BROKE MY PHONE	0.0010223389	0.5756489
More 4 Les$ sold counterfeit Lifeproof iPhone case	0.0062444806	0.7507154
already cracked	0.01250729	0.6648544
Junk!	0.0006894171	0.6791041
Failed in the pool	0.027883649	0.57879275
Air bubble/can't hear	0.050047398	0.42901778
Not a good value	0.074587405	0.7603333999999999
Life Proof case	0.022720754	0.4473333
TERRIBLE CASE	0.03469768	0.42005336
Slow on Product Support, but Strong Product	0.09972510000000001	0.8468305
Great product-- Just beware of counterfeit fakes on Amazon	0.16214684	0.8375367
not very good	0.71181655	0.6579305999999999
Love Product, Customer Service is Shoddy	0.032402217000000004	0.7926116999999999
Makes iPhone even better!	0.9852171999999999	0.75974214
I hate it!!!!!!!!&#128545;&#128545;&#128545;&#128548;	0.007255912	0.31810498
TERRIBLE CASE!	0.090216905	0.41095293
DO NOT BUY	0.005370766	0.5994884
This thing sucks	0.019634545	0.5272545
Excellent Product	0.9815646	0.8841225
Cheap product for the money	0.08599433	0.49577773
Not Durable	0.003434509	0.63295054
Best available case	0.9412862	0.7456815999999999
Counterfeit	0.039583564	0.7007522
Lifeproof case rocks	0.9181799999999999	0.7967516
NO customer service!!!	0.021628022	0.6615974
Good Product, but has a few cons.	0.7061837	0.8385693000000001
Sucks	0.06104761400000001	0.49501017
What did you say??	0.066657215	0.5923875
Fraud????	0.57161146	0.77912354
Amazon Helpful, Case is Terrible	0.0035715996999999998	0.76414233
Better than expected	0.71226	0.79904664
Do not buy!!	0.0036165714	0.614197
car chargers	0.04301545	0.5301083000000001
DO NOT PURCHASE!!!!!!!!	0.004045129000000001	0.81821704
Poor Seal-Buttons Jammed	0.23516515	0.48047882
LifeProof was a lifesaver for me!	0.9311786	0.81319916
Awesome case	0.9936944	0.7443249
Iphone 4 screen cracked with lifeproof case on	0.10133302	0.5940063
Product FAILURE	0.07686886	0.8171937
A must have.	0.9966438	0.7679060000000001
the worst experience. case is in trash bin	0.15288302	0.31847864
Do not order from these people.	0.027532727000000003	0.736512
Not Lifeproof	0.12841627	0.81685805
replacement case	0.92844784	0.6548788000000001
Protects the Phone at the Cost of Sound Quality	0.80547035	0.7613536
FAKE	0.037983924	0.6665466999999999
meh	0.70676184	0.5172897
Keep your expectations reasonable and it's fine	0.22941831	0.8618336
Not for the average consumer	0.28878838	0.38406897
LifeProof Iphone Review	0.9187114	0.76159203
Took me a while to remember to review this...	0.005576104	0.77980196
Destroyed my headphone jack	0.024112402999999998	0.564088
HORRIBLE SERVICE	0.04051566	0.6172798
DO NOT BUY LIFEPROOF FROM AMAZON	0.008824617	0.6399459
Research before complaining	0.8993639000000001	0.8194598
LifeProof waterproof  Iphone case	0.023445277999999996	0.80764866
Love it!	0.8713518	0.48994428
Great case	0.9984094000000001	0.7553909000000001
DON'T BUY THIS *****IT'S A FAKE*****	0.018211067	0.68767893
COUNTERFEIT	0.0038240552000000003	0.80804855
Not so life proof	0.116151154	0.35049704
Great price on his item	0.037575036	0.60556674
Splash resistant - NOT WATERPROOF	0.41338345	0.60479385
LifeProof Case for IPhone 4S	0.96946347	0.5337061
Counterfeit Item - Don't Purchase - You will regret it!!	0.016695976	0.84131104
Do not purchase from this vendor	0.13596866	0.58580923
Works Perfectly	0.9477190000000001	0.8093276999999999
counterfit items beware	0.07017386	0.7560185
Excellent product.	0.9581791	0.83437467
Well....	0.24434376	0.6362258000000001
Do not buy it	0.010624736999999999	0.4480232
Hate it	0.058661193	0.52788764
Life Proof Case-- BAD BATCH OF PRODUCT	0.0018521547	0.7852858
Terrible product quality + horrible customer service = DO NOT BUY LIFEPROOF	0.03328249	0.7604548000000001
Knockoff	0.08095577	0.6411177
Counterfeit case	0.25140885	0.7310401
Cases came broken...no help from vendors	0.0027771592	0.6525245
Lifeproof case works as advertised.	0.8616833	0.67719823
I am very pleased with the quality of this case. It does quite a lot in protecting the phone but is not indestructible	0.97145903	0.78996575
CONS	0.21099788	0.5953619000000001
Falls apart soon after warranty period	0.39134562	0.80384725
NOT WATERPROOF!!	0.0357323	0.5085887
Product is a fake	0.056895642999999996	0.7859738000000001
Not the real deal!	0.00031989812999999996	0.6433244
Full Minute in a Hotel Hot Tub!  Iphone works!	0.9935528	0.7253205
Well worth the investment!	0.99915576	0.8524232
Doesn't stand behind product/beware where you buy!	0.008466541999999999	0.72904044
Received an opened, used knock-off!	0.015149921	0.5507113
3 Problems with this case design	0.058751582999999996	0.82051975
THESE ARE FAKE LIFEPROOF CASES!	0.013985187	0.49885574
Lousy Case and Lousy Company	0.014327913500000001	0.57540005
DONT BUY THIS CHEAP PRODUCT!!!	0.0018420815	0.51288533
Works as Advertised, great investment	0.99076414	0.7876665
Great phone case, shady seller. BUYER BEWARE!	0.05181521	0.7761983
not Bluetooth compatible, terrible customer service	0.014288008	0.43426472
Case seems to work fine, adapter for headphones SUCKS!	0.2953573	0.7201920999999999
Must buy	0.98875034	0.834103
The iPhone case you purchased on Amazon is counterfeit.	0.0012660325	0.8255488999999999
Great Protection Compromises Functionality of Phone	0.85448444	0.8499552
Why are they still in business?	0.019293815	0.49355740000000003
Lifeproof case iPhone 4	0.005874544399999999	0.7859274
Defective Product Even After Exchange	0.008424401	0.77572477
Don't expect any warranty	0.006069988	0.6958316999999999
Product not lifeproof	0.005811989300000001	0.46872607
Junk	0.0016572773	0.5070034999999999
Best Case Ever!!!!	0.9951668	0.77184856
Crap	0.0036684275	0.49097106
the solution outweighs the problem	0.95083725	0.7418663000000001
IP case need some  light over haul	0.0613133	0.5644195
You Decide	0.15735903	0.64720863
